企业名称,bmCode,year,总资产,净利润金额,雇员总数,营业收入金额,资产负债率,研发投入金额,营业收入同比增减幅,营业利润金额,营业利润同比增减幅,净利润同比增减幅,研发投入同比增减幅,研发投入占比,研发投入占比增减幅,资本化研发投入,资本化研发投入同比增减幅,研发人员数量,研发人员同比增减幅,雇员同比增减幅,政府奖励资金、补贴,公司市值,累计中国专利申请数,累计PCT专利申请数,累计中国发明专利授权数,累计中国发明专利失效数,累计PCT发明专利失效数,年度中国专利申请数,年度PCT专利申请数,年度中国发明专利申请数,年度PCT发明专利申请数,年度中国专利授权数,年度中国发明专利授权数,研发人员占比,国家科技进步奖,国家技术发明奖,省/部级科技进步奖,省/部级技术发明奖,国际行业奖项,国家自然科学奖,省/部级自然科学奖,省/部级科学技术奖,省级企业科技创新奖,总负债,累计所有专利被引用数,累计核心专利被引次数,累计中国发明专利申请数,累计PCT发明专利申请数,参与起草国家标准,参与起草行业标准
华仁瑞辰药业股份公司,635312,2022,2522296017.62,122773258.58,1115.0,651298088.61,23.66,97773132.35,1.16,124854755.41,-2.7,12.89,42.14,15.02,4.37,28300911.36,396.79,166.0,-7.63,2.17,16034153.17,76.0,91.0,5.0,20.0,17.0,,15.0,,14.0,,2.0,2.0,15.18,,,,,,,,,,597416081.72,337.0,,73.0,5.0,,
众铁锦泰集团公司,635698,2022,24768436534.4,366491827.38,5283.0,21866883589.77,77.76,510773471.21,2.55,421597646.91,-16.46,-17.17,0.11,2.39,-0.01,,,573.0,11.04,-5.84,28794871.9,51.0,1007.0,2.0,134.0,65.0,,185.0,,59.0,,162.0,42.0,10.86,,,,,,,,,,19267062572.81,1656.0,,332.0,2.0,,
果投电能新能源公司,635725,2022,30806911799.3,-2373943029.72,3702.0,13097586152.71,86.84,3850197.11,10.03,-2660723718.99,-8.21,-3.15,,0.05,,790384.4,,33.0,,10.42,35979606.32,74.0,20.0,,1.0,1.0,,4.0,,,,4.0,,0.83,,,,,,,,,,26769220921.15,24.0,,5.0,,,
杰杰盛达机械公司,635877,2022,1412936237.5,102040709.37,644.0,477350844.81,39.9,45137797.3,22.67,116290066.52,6.08,6.67,13.92,9.48,-0.73,,,121.0,-3.07,2.75,17240539.45,25.0,939.0,17.0,188.0,151.0,,88.0,,38.0,,59.0,28.0,19.9,,,,,,,,,,563780171.4,1973.0,,434.0,17.0,,
海丽锦电家电公司,635894,2022,8695397512.3,785691245.73,6267.0,7269979964.0,29.72,369605375.98,-17.87,873327547.56,-14.53,-13.6,15.07,5.03,1.48,,,586.0,6.4,4.27,68617096.37,156.0,7890.0,840.0,273.0,270.0,,1003.0,140.0,241.0,149.0,895.0,45.0,9.21,,,,,,,,,,2589766513.38,5282.0,,1823.0,848.0,3.0,
临公工创科技公司,635917,2022,44301107400.52,2628003987.3,15553.0,32020981361.59,57.92,1457400962.1,9.3,3075469349.5,17.33,26.95,0.82,4.56,-0.36,78997790.66,11.65,1801.0,535.55,-7.45,216483890.95,209.0,1478.0,4.0,112.0,187.0,,205.0,,62.0,,163.0,14.0,11.62,,,3.0,,,,,,,25662837158.89,1908.0,,433.0,4.0,2.0,
药石辰辰生物医药公司,636087,2022,215534032322.0,6657923495.0,67076.0,218182968893.0,62.69,2184937169.0,11.0,8361082577.0,19.8,20.61,55.82,1.0,0.25,,,2305.0,79.66,3.03,398851743.0,392.0,3052.0,71.0,726.0,584.0,,257.0,12.0,115.0,12.0,214.0,51.0,3.42,,,,,,,,,,134977022956.0,6522.0,,1435.0,71.0,,
众课信慧数据服务公司,636119,2022,7446732027.32,107072814.48,420.0,1455392297.11,59.48,67855789.96,20.7,146273562.26,10.4,7.79,27.6,4.61,0.26,,,142.0,41.0,-1.81,10105212.52,102.0,329.0,,10.0,10.0,,79.0,,,,60.0,,33.4,,,,,,,,,,4425551938.26,193.0,,20.0,,,
金湖泽华置业公司,636185,2022,193964002823.0,-200691581.0,7710.0,26705153249.0,81.13,,-29.22,819429218.0,-85.78,-100.48,,,,,,,,-20.91,54964335.0,19.0,,,,,,,,,,,,,,,,,,,,,,157338895461.0,,,,,,
金飞科智网络公司,636186,2022,115677964.0,-86000493.0,88.0,103911168.0,53.03,37501327.0,-9.5,-85679797.0,1.26,0.98,0.31,36.04,3.51,,,,,174.0,304065.0,7.95,,,,,,,,,,,,,,,,,,,,,,61332724.0,,,,,,
众铁盛泽建筑工程公司,636207,2022,1448182035.82,23889623.01,1161.0,828301182.87,53.17,12789080.52,-6.32,44718182.63,-5.11,-30.73,-0.43,1.51,0.04,,,88.0,-29.6,-21.24,1176508.82,17.0,154.0,,7.0,9.0,,1.0,,,,8.0,,7.5,,,,,,,,,,769348036.37,160.0,,21.0,,,
众花源昌化工公司,636474,2022,2297488692.46,13253566.17,2403.0,3038827844.01,36.43,75407294.0,2.02,56537548.3,-87.04,-95.66,4.05,2.47,0.09,,,69.0,1.43,0.34,7394128.68,38.0,156.0,,21.0,14.0,,8.0,,2.0,,8.0,4.0,2.83,,,,,,,,,,837917333.76,258.0,,34.0,,,
以山泰康医疗器械公司,636882,2022,6481740211.72,880386768.1,4957.0,4298511624.1,13.85,495384215.43,9.21,1003469946.49,8.37,10.3,23.1,11.58,1.3,41131890.08,-18.83,798.0,5.17,4.75,46912371.04,319.0,339.0,69.0,118.0,54.0,,46.0,12.0,37.0,12.0,49.0,40.0,15.96,,,,,,,,,,896986203.4,859.0,,244.0,69.0,,
灿芯腾芯半导体公司,636962,2022,3598222728.04,556786892.41,566.0,3022430274.79,31.78,132082869.74,-32.15,651109374.39,49.14,48.64,-31.0,4.35,0.08,,,141.0,2.85,-9.05,9217900.11,47.0,130.0,2.0,50.0,12.0,,12.0,,3.0,,18.0,9.0,25.85,,,,,,,,,,1142731015.01,554.0,,71.0,2.0,,
伊丽悦饮饮料公司,637072,2022,2854753823.05,143582380.83,4382.0,2910584011.98,25.41,122254500.4,3.38,177539253.1,-50.1,-49.29,48.79,4.2,1.22,,,375.0,14.56,10.58,14998574.03,110.0,174.0,,8.0,12.0,,56.0,,8.0,,16.0,,8.53,,,,,,,,,,726943800.52,264.0,,38.0,,,
李丁织悦服装公司,637243,2022,2057731368.8,26072927.68,1271.0,1148581426.99,59.03,21404718.75,-11.76,26940736.47,-70.67,-64.34,-15.98,1.85,-0.1,,,78.0,-3.7,-10.84,17009572.55,15.0,182.0,,45.0,58.0,,20.0,,10.0,,21.0,11.0,6.15,,,,,,,,,,1215066339.3,707.0,,126.0,,4.0,
禾钢昌泽铝业公司,637563,2022,4786619712.07,34026338.01,941.0,2738986642.41,45.0,31514957.81,-14.3,46318968.84,-59.06,-63.6,29.0,1.16,0.3,,,111.0,20.84,2.8,4413011.88,61.0,242.0,2.0,30.0,74.0,,15.0,,6.0,,14.0,,12.24,,,,,,,,,,2153921385.7,440.0,,126.0,2.0,,
碧水水水生态公司,637587,2022,2035180321.85,-94292440.6,455.0,157210503.21,84.92,181829.55,-23.17,-123692996.15,8.61,53.76,-8.6,0.18,0.03,91047.0,-19.4,114.0,-1.6,-7.74,2896413.1,21.0,13.0,,3.0,,,,,,,1.0,1.0,25.79,,,,,,,,,,1729121196.0,4.0,,3.0,,,
人明泽锦智能电气公司,637611,2022,4173228806.34,-142404549.6,389.0,832106864.42,73.83,,-47.55,21826205.03,143.72,-2.07,,,,,,,,-5.69,2381556.35,62.0,93.0,,8.0,15.0,,,,,,12.0,,,,,,,,,,,,3082967086.34,158.0,,17.0,,,
广达联创科技公司,637686,2022,13689772022.0,313964496.0,1352.0,32904511851.28,83.53,23355893.2,-11.09,378841274.78,-9.85,-8.44,-15.73,0.03,,,,,,3.68,23312190.74,7.54,23.0,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,11432541114.0,180.0,,5.0,,,
江铜锦锦冶炼公司,637799,2022,10311935865.25,203512352.31,2288.0,5834401242.85,46.29,89470289.27,7.3,202039970.15,1310.33,537.2,-40.84,1.59,-1.24,,,308.0,13.7,20.78,14526074.13,76.0,382.0,,30.0,56.0,,50.0,,11.0,,65.0,9.0,13.43,,,,,,,,,,4772275789.23,475.0,,113.0,,1.0,
平汝港昌昌供应链公司,637804,2022,3922018898.0,92712615.27,2236.0,2488531568.29,23.53,,32.12,162382867.0,109.87,68.57,,,,,,,,0.8,78954417.73,10.0,,,,,,,,,,,,,,,,,,,,,,922162539.22,,,,,,
火花盛育文化产业公司,637894,2022,3966137915.0,3891392.0,1627.0,551111489.0,79.85,,114.39,4422179.0,104.5,109.23,,,,,,,,3.95,194031.0,3.71,,,,,,,,,,,,,,,,,,,,,,3167791714.0,,,,,,
美佳创光智能科技公司,637977,2022,16651986402.05,3185555663.51,12396.0,14081388273.95,25.48,588297711.14,13.7,3814061151.32,4.49,14.52,24.9,4.16,0.32,,,1404.0,-2.16,-0.2,130995459.23,854.0,3128.0,29.0,221.0,72.0,,635.0,1.0,147.0,1.0,582.0,61.0,11.31,,,,,,,,,,4236649064.92,2134.0,,595.0,29.0,10.0,
吉丽锦盛电动车公司,638310,2022,6291046805.15,-154346643.5,3035.0,1744544266.8,54.6,172463849.81,8.08,-183399470.91,-248.59,-222.66,38.22,9.86,2.1,,,389.0,6.9,39.74,43105761.24,44.0,253.0,,6.0,6.0,,54.0,,14.0,,31.0,,12.65,,,,,,,,,,3438576445.98,177.0,,53.0,,,
正德泰锦电力器材公司,638343,2022,1489872197.54,86286634.22,1059.0,700119993.65,30.68,62450484.0,37.58,89509186.09,16.31,17.5,50.98,8.96,0.78,,,159.0,29.79,27.09,5093329.52,57.0,300.0,,35.0,30.0,,57.0,,11.0,,36.0,3.0,14.94,,,,,,,,,,456249052.6,310.0,,124.0,,,
海山锦味调味品公司,638371,2022,796631776.3,-155709006.4,1001.0,1161094535.91,85.2,11324814.6,-18.88,-142189334.98,54.91,53.18,0.22,0.97,0.16,,,119.0,63.78,-19.18,5988243.91,15.0,26.0,,4.0,7.0,,3.0,,2.0,,5.0,2.0,11.25,,,,,,,,,,679382211.29,17.0,,13.0,,,
广达科科数据服务公司,638617,2022,4396843077.5,-343815438.93,4227.0,1595682360.44,35.92,311610273.1,-14.9,-375760292.81,-226.5,-222.44,16.4,19.51,5.24,108655177.44,23.94,1567.0,21.5,4.06,29159352.99,113.0,138.0,,33.0,24.0,,33.0,,32.0,,2.0,2.0,37.1,,,1.0,,,,,,,1580669475.69,581.0,,123.0,,1.0,
格尔智悦电气公司,638682,2022,289869553.14,-25472284.85,261.0,135089223.8,14.86,4339411.66,-26.51,-26311440.76,-17.71,2.0,-0.67,3.28,0.88,,,38.0,-11.69,-36.16,1092250.57,16.0,258.0,2.0,51.0,84.0,,2.0,,1.0,,1.0,,14.41,,,,,,,,,,43105325.63,714.0,,169.0,2.0,,
花图泽教教育科技公司,638827,2022,11492810536.0,1134955995.0,7373.0,2380375943.0,49.37,,5.34,1145924173.0,-34.97,33.01,,,,,,,,5.31,11502291.0,29.0,,,,,,,,,,,,,,,,,,,,,,5669747567.0,,,,,,
永惠汇锦零售公司,639359,2022,1207258373.5,40095076.88,503.0,894172725.12,52.1,,33.42,58098803.31,123.85,145.85,,,,,,,,3.44,11679961.62,18.0,30.0,,1.0,1.0,,,,,,,,,,,,,,,,,,629003375.47,1.0,,1.0,,,
和锻智泽科技公司,639402,2022,2633866494.59,245712080.96,1802.0,1120617968.59,21.48,57150333.76,40.27,277625009.01,54.19,53.3,9.29,5.1,-1.4,,,178.0,16.65,14.72,7689160.59,66.0,332.0,,39.0,23.0,,15.0,,5.0,,25.0,4.0,9.79,,,,,,,,,,564130403.87,595.0,,83.0,,,
徐业腾创设备公司,639851,2022,2148378667.53,112376183.23,375.0,458846413.14,22.28,97052801.39,13.0,116422984.36,-13.75,-17.44,12.48,21.13,-0.18,13477523.7,-11.14,97.0,25.92,33.1,31482568.24,71.0,730.0,20.0,238.0,222.0,,111.0,1.0,113.0,1.0,92.0,90.0,25.67,,,,,,,,,,478493635.17,1714.0,,705.0,20.0,,
康盛泽生医疗器械公司,640120,2022,503484552.8,-17701651.2,281.0,132340324.63,20.35,926915.88,-22.8,-17166547.2,56.82,57.73,-35.61,0.7,-0.11,,,8.0,,-1.04,191380.19,25.0,52.0,,12.0,5.0,,2.0,,,,5.0,,2.74,,,,,,,,,,102331545.34,86.0,,20.0,,,
澜芯创芯集成电路公司,640135,2022,1759657900.6,158292096.69,402.0,539230444.61,8.3,39375162.69,13.78,177574434.95,-29.83,-27.55,12.6,7.3,-0.02,,,91.0,21.35,11.24,2170694.69,51.0,58.0,,5.0,1.0,,13.0,,5.0,,11.0,1.0,22.49,,,,,,,,,,145994239.07,36.0,,15.0,,,
众海运航港口公司,640507,2022,160803639.0,24064227.0,223.0,317906218.0,75.09,,7.71,36856893.0,9.53,89.29,,,,,,,,-2.15,238028.0,2.14,,,,,,,,,,,,,,,,,,,,,,120709711.0,,,,,,
云达航昌快递公司,640824,2022,10518768296.67,1446712674.8,2473.0,6264415237.23,28.37,,62.2,1705942952.6,333.13,377.6,,,,,,,,3.98,3557662.92,136.0,,,,,,,,,,,,,,,,,,,,,,2985882141.2,,,,,,
文健慧文教用品公司,640851,2022,2535563222.74,-72921680.22,750.0,302070116.78,26.26,273700.72,-8.47,-18057305.0,-191.45,-283.29,-67.24,0.07,-0.15,,,,,6.27,1317825.7,3.92,,,,,,,,,,,,,,,,,,,,,,665357858.5,,,,,,
众船航泽交通装备公司,640929,2022,7792957490.1,370090826.92,552.0,2773105277.76,26.19,189109815.16,12.03,405954456.35,22.9,25.1,18.4,6.8,0.36,,,196.0,130.75,37.24,7556315.0,341.0,209.0,,44.0,20.0,,80.0,,62.0,,30.0,14.0,34.12,,,,,,,,,,2035954955.56,227.0,,148.0,,,
北汽驰锦汽车公司,640986,2022,1693446496.0,-47797721.0,784.0,591674965.0,58.46,12618856.0,-18.77,-43899574.0,49.46,46.23,-16.02,2.1,0.02,,,,,-18.92,1999348.0,12.0,717.0,18.0,23.0,17.0,,7.0,,,,19.0,,,,,,,,,,,,990459321.0,316.0,,51.0,18.0,,
恒丽信智数据服务公司,641118,2022,11586928643.7,-349555004.5,6623.0,7369894261.22,50.28,656867793.54,4.8,407997772.7,-53.4,-144.53,-2.53,8.92,-0.66,,,3655.0,4.12,0.03,31508730.79,193.0,1273.0,2.0,230.0,256.0,,103.0,,59.0,,112.0,49.0,55.25,,,,,,,,,,5827048160.68,2882.0,,661.0,2.0,7.0,
包铁泽泽不锈钢公司,641393,2022,2752023777.86,104333996.37,1893.0,2835626010.4,24.0,25983239.06,-9.9,132606248.42,-25.79,-18.77,8.07,0.97,0.11,,,167.0,-1.26,-14.39,4135958.97,29.0,498.0,,27.0,23.0,,16.0,,2.0,,15.0,2.0,8.57,,,,,,,,,,662525728.87,464.0,,66.0,,,
广达慧数软件公司,641411,2022,937478794.28,13012571.59,1291.0,676399225.0,28.12,27212802.92,-5.6,12441743.5,145.8,155.38,2.48,4.08,0.37,,,210.0,8.45,-0.88,724175.43,73.0,11.0,,5.0,3.0,,,,,,,,16.8,,,,,,,,,,263910711.3,46.0,,8.0,,,
海思石泰新材料公司,641425,2022,2068066859.5,-337871026.27,361.0,695531379.2,5.56,,-30.85,-336136579.21,-1514.05,-1703.34,,,,,,,,,41127.0,8.46,43.0,,3.0,9.0,,,,,,,,,,,,,,,,,,114317049.5,114.0,,12.0,,,
步步通汇电子商务公司,641622,2022,36252298225.36,-992137534.21,9879.0,37834825917.08,83.12,63714520.7,-7.81,-854586000.94,-259.31,-480.73,22.81,0.14,0.08,15280505.1,20.96,124.0,-10.99,2.27,54591118.17,89.0,252.0,11.0,92.0,46.0,,16.0,,11.0,,37.0,9.0,1.25,,,,,,,,,,30141829773.29,558.0,,151.0,11.0,,
花通锦泰电器设备公司,641623,2022,1155987625.64,32299512.9,2709.0,504558172.19,15.62,29626441.93,-18.07,28354872.47,-54.54,-40.99,35.07,5.8,2.38,,,307.0,86.38,7.3,11828478.6,22.0,336.0,2.0,12.0,10.0,,27.0,,12.0,,27.0,1.0,11.1,,,,,,,,,,180937131.1,212.0,,45.0,2.0,,
东丰达远智能汽车公司,641757,2022,7982524480.63,202359351.38,3283.0,3136322055.38,29.21,188904246.58,-33.58,221528048.3,-64.07,-62.5,-31.55,6.05,0.17,,,433.0,-10.18,-11.07,24786512.71,73.0,678.0,1.0,72.0,156.0,,90.0,,36.0,,64.0,8.0,13.27,,,,,,,,,,2334610970.18,1399.0,,277.0,1.0,1.0,
明机精精科技公司,642112,2022,5264522115.03,115115587.48,2775.0,2717242041.68,18.64,126707627.93,-5.44,83555224.93,-68.44,-46.62,1.65,4.63,0.38,,,335.0,3.3,-2.22,11301934.8,48.0,285.0,1.0,3.0,16.0,,14.0,,1.0,,43.0,1.0,12.15,,,,,,,,,,983620959.07,252.0,,26.0,1.0,4.0,
博体体体育公司,642358,2022,1864836363.05,-358820542.64,645.0,1179552983.78,35.0,135634601.38,-0.74,-360282860.26,-313.96,-345.98,13.51,11.5,1.42,2433646.95,-44.16,184.0,-23.16,-1.02,7302695.59,134.0,36.0,,14.0,16.0,,,,,,1.0,,29.11,,,,,,,,,,652673927.86,133.0,,34.0,,,
步步泽泽零售公司,642448,2022,7792786085.18,172735994.33,1036.0,82007921806.93,57.93,8254548.65,0.52,247860783.28,-29.3,-39.19,328.59,0.07,0.02,,,45.0,60.75,28.13,72545900.26,38.0,6.0,,5.0,,,1.0,,1.0,,2.0,2.0,4.35,,,,,,,,,,4515485788.3,22.0,,6.0,,,
众飞泽锦发动机公司,642769,2022,188897381886.48,-2432715370.14,31716.0,44154995910.53,55.43,3003801799.0,11.63,-2576752680.39,-1533.96,-2214.2,8.93,6.8,-0.18,243714725.0,5.14,6855.0,1.5,-5.24,156579017.0,1090.0,8310.0,19.0,1363.0,800.0,,1203.0,1.0,630.0,1.0,863.0,166.0,21.53,,,6.0,,,,,,1.0,104812896996.74,16322.0,,3616.0,19.0,18.0,1.0
和联航达重工公司,642819,2022,4145875334.02,198728882.3,1437.0,1719595603.71,43.8,50996061.68,17.6,204466370.21,2.8,7.92,-0.83,2.99,-0.53,,,194.0,6.75,0.21,14207954.13,35.0,817.0,,82.0,76.0,,77.0,,23.0,,93.0,13.0,13.29,,,,,,,,,,1817157777.38,1701.0,,237.0,,2.0,
岭南昌盛金属公司,642961,2022,2382909745.41,51044900.43,1939.0,2791304369.11,36.24,80972581.73,24.49,62335159.87,-8.34,-12.23,16.14,2.9,-0.29,,,230.0,5.8,5.32,5167859.6,34.0,415.0,,29.0,18.0,,46.0,,14.0,,21.0,4.0,12.22,,,,,,,,,,864112018.37,298.0,,73.0,,2.0,
利特盛锦塑料公司,643301,2022,564317326.74,15284756.17,454.0,176071143.4,6.6,9342069.92,-8.83,16301595.12,-44.35,-38.24,4.86,5.32,0.7,,,51.0,-8.95,-5.2,686442.43,27.0,92.0,,13.0,18.0,,5.0,,1.0,,2.0,,11.17,,,,,,,,,,37249362.25,162.0,,32.0,,2.0,
众道地昌房地产开发公司,643890,2022,24524166260.27,64984424.4,814.0,4317288832.14,81.3,,20.34,89462350.76,-52.2,-55.22,,,,,,,,5.46,608.0,36.0,53.0,11.0,,53.0,,,,,,,,,,,,,,,,,,19937700832.12,118.0,,53.0,11.0,,
众金昌盛材料公司,643957,2022,23223777851.0,-6416422.0,5433.0,33658580769.0,81.6,20584164.0,-5.69,63352511.0,-86.5,-106.94,21.9,0.09,0.04,,,,,8.16,12462872.0,9.4,331.0,1.0,58.0,25.0,,30.0,,11.0,,19.0,6.0,,,,,,,,,,,18950134319.0,732.0,,103.0,1.0,,
果投昌热水电公司,643998,2022,136197415912.0,11074002858.0,38956.0,154044165932.0,62.1,1709474916.0,32.86,14704657988.0,8.65,5.19,47.07,1.18,0.13,360893149.0,3135.53,4545.0,23.56,-1.23,386213851.0,583.0,6.0,,1.0,4.0,,,,,,,,11.64,,,,1.0,,,,,,84635205799.0,56.0,,4.0,,,
众道华盛房地产开发公司,644080,2022,12690964278.0,50904757.0,236.0,1195888455.0,-86.16,,-23.79,110609814.0,-61.34,-55.11,,,,,,,,-19.17,,2.6,,,,,,,,,,,,,,,,,,,,,,-10928159498.0,,,,,,
衡信泰泽金融控股公司,644142,2022,405838520541.0,2426146641.0,3413.0,6567559712.0,92.78,,-8.83,2479948567.0,-19.07,-13.57,,,,,,,,-0.15,8178616.0,159.0,,,,,,,,,,,,,,,,,,,,,,376590532555.0,,,,,1.0,
海山醇盛食品公司,644226,2022,19360947098.7,214148353.75,5062.0,16731678558.13,50.03,181062105.97,6.25,276614971.93,145.19,133.55,26.73,1.0,0.13,,,427.0,2.96,-10.63,64243474.47,119.0,380.0,,53.0,57.0,,63.0,,14.0,,66.0,6.0,8.33,,,,,,,,,,9696027605.63,523.0,,162.0,,,
恒逸昌化精细化工公司,644273,2022,200843104094.19,17041921771.05,24378.0,165565462711.66,59.5,3420091371.63,13.75,19838503328.37,-32.56,-31.99,7.93,2.06,-0.19,,,3283.0,5.03,23.8,610585093.08,2754.0,5073.0,211.0,2678.0,71.0,,971.0,4.0,955.0,4.0,1365.0,1344.0,13.43,,,1.0,,,,,,,119506239400.72,14943.0,,4930.0,210.0,15.0,4.0
膳食悦酒店管理公司,644391,2022,2831187251.0,-167435815.0,278.0,298428944.0,49.94,,11.52,-158711395.0,28.2,22.1,,,,,,,,35.25,,3.4,,,,,,,,,,,,,,,,,,,,,,1415386539.0,,,,,,
融心恒盛资产管理公司,644471,2022,10138912731116.0,139294017387.0,112937.0,342215061519.0,90.57,,3.36,165113098695.0,11.59,15.24,,,,,,,,9.0,,8276.0,305.0,2.0,40.0,35.0,,108.0,,95.0,,9.0,6.0,,,,,,,,,,,9184674278794.0,793.0,,259.0,2.0,,
禾钢昌盛钢铁公司,644668,2022,145899984237.0,4601146663.0,62160.0,141536602249.0,57.05,2520393262.0,-13.58,7505209564.0,-44.22,-44.9,11.9,1.73,0.4,21389852.0,-56.51,4986.0,9.26,20.12,559247364.0,221.0,11248.0,238.0,1465.0,1406.0,,877.0,,283.0,,833.0,127.0,8.06,,,,,,,,,,83243881475.0,23799.0,,3865.0,235.0,,
连机锦工设备公司,644712,2022,1005603878.24,41698404.15,1133.0,473371951.78,22.81,15259875.01,-14.11,41372870.07,-29.0,-21.06,-10.53,3.24,0.16,,,135.0,13.37,-11.79,5843646.01,22.0,487.0,1.0,12.0,12.0,,33.0,,,,66.0,1.0,11.96,,,,,,,,,,229499653.38,250.0,,44.0,1.0,,
浪集科智软件公司,644784,2022,15062798560.41,950105359.39,86918.0,19103612748.7,33.42,1098558821.1,14.96,985681662.95,-2.7,1.32,5.66,5.72,-0.52,40797212.15,,5165.0,1.15,-3.8,133194402.31,250.0,250.0,,42.0,19.0,,55.0,,36.0,,34.0,15.0,5.9,,,,,,,,,,5032807657.28,459.0,,184.0,,1.0,
众轮航工机械公司,644807,2022,2434583957.58,14054976.79,1377.0,1372260720.12,42.21,47649309.35,16.04,12479393.16,138.01,130.02,27.03,3.49,0.3,,,152.0,72.8,8.7,15296174.6,60.0,230.0,,25.0,28.0,,49.0,,16.0,,24.0,1.0,11.53,,,,,,,,,,1028103257.75,452.0,,85.0,,5.0,
氪锐泽通管理公司,644998,2022,3988959439.0,113578871.0,597.0,8336067942.0,66.8,17506248.0,6.34,164772229.0,-50.49,-55.36,27.58,0.23,0.07,,,,,-35.33,24192266.0,17.0,,,,,,,,,,,,,,,,,,,,,,2665158985.0,,,,,,
众花盛盛化学公司,645094,2022,12650350431.1,630376501.77,5222.0,6267961612.55,22.17,245633732.01,12.44,870705679.08,-16.62,-21.21,-1.64,3.97,-0.57,,,798.0,9.89,1.6,157475849.82,77.0,464.0,1.0,284.0,51.0,,40.0,,33.0,,40.0,23.0,15.19,,,,,,,,,,2805254154.85,1788.0,,424.0,1.0,1.0,1.0
途企昌租人力资源公司,645208,2022,1384231271.4,179627913.8,139.0,1055692238.2,16.22,8945071.8,6.98,179621771.8,-23.28,-21.2,50.74,0.88,0.2,,,11.0,-15.34,-14.86,,3.29,,,,,,,,,,,,7.98,,,,,,,,,,224874225.0,,,,,,
环丘昌昌电器设备公司,645334,2022,24137513922.0,335663275.0,8578.0,16030613199.0,50.96,836435766.0,-24.63,519299669.0,-21.78,-17.72,-1.42,5.2,1.26,,,,,-3.81,176267813.0,31.0,10963.0,64.0,872.0,1353.0,,906.0,,411.0,,767.0,114.0,,,,,,,,,,,12302436772.0,14181.0,,4261.0,64.0,4.0,
杰杰航工装备公司,645352,2022,1329483197.52,54366282.35,683.0,500316098.65,32.37,20580143.82,-15.56,58461920.17,13.28,-9.85,1.1,4.12,0.69,,,94.0,16.09,20.29,8760234.51,21.0,125.0,,3.0,,,42.0,,20.0,,7.0,,13.61,,,,,,,,,,430429137.12,93.0,,58.0,,,
花通源电科技公司,645502,2022,5704546738.3,421764558.75,2216.0,4157060174.2,34.32,269965464.03,3.22,421164936.0,-0.87,0.7,-17.67,6.46,-1.6,335510.55,,549.0,-22.26,-13.07,49493701.46,124.0,2343.0,19.0,115.0,65.0,,222.0,,13.0,,397.0,4.0,24.62,,,,,,,,,,1961111035.9,1462.0,,628.0,19.0,6.0,
平告泰源电器设备公司,645526,2022,41634409346.0,644219414.0,7589.0,21079641444.0,67.33,744817812.0,4.3,1599714856.0,-12.41,-53.86,11.52,3.55,0.29,,,,,22.93,125828956.0,37.0,1300.0,8.0,65.0,40.0,,155.0,1.0,54.0,1.0,117.0,6.0,,,,,,,,,,,28039841774.0,1437.0,,440.0,8.0,,
花立精测医疗科技公司,645527,2022,13026002392.0,511168141.0,4527.0,5855843477.0,52.99,577449968.0,27.54,582433612.0,23.25,19.47,28.71,9.8,0.08,123769312.0,-16.16,,,26.31,30989514.0,29.0,981.0,15.0,89.0,57.0,,74.0,,44.0,,51.0,13.0,,,,,,,,,,,6897576393.0,1809.0,,252.0,15.0,5.0,
众电远昌重工公司,645554,2022,812629709.85,51073159.4,220.0,301571235.8,29.95,22185224.76,20.4,57505533.1,-12.45,-10.85,60.1,7.31,1.85,6610219.17,195.87,83.0,25.78,17.9,6959433.69,15.0,220.0,1.0,69.0,22.0,,11.0,,11.0,,15.0,15.0,37.23,,,,,,,,,,243484327.24,870.0,,123.0,1.0,,
长桥光创家电公司,645565,2022,2444437811.46,76087972.7,1662.0,1173306854.52,25.01,166050952.72,-2.16,80094288.0,-24.92,-16.25,15.5,14.11,2.16,,,603.0,-3.28,10.74,26825031.35,83.0,587.0,23.0,79.0,49.0,,40.0,,18.0,,42.0,11.0,36.03,,,,,,,,,,612734680.24,833.0,,250.0,23.0,1.0,
恒丽科智软件公司,645577,2022,9889634777.13,212072341.1,357.0,667343275.79,4.89,101421618.56,-28.48,260504111.85,-45.39,-46.69,-31.12,15.2,-0.63,,,169.0,-50.53,-17.53,11501211.47,164.0,160.0,1.0,27.0,63.0,,15.0,,12.0,,9.0,5.0,47.56,,,,,,,,,,481414324.22,388.0,,141.0,1.0,,
富娜尚悦品牌公司,645622,2022,236767897.76,-399969.5,395.0,338253542.73,51.33,,33.73,3230225.0,-44.29,83.91,,,,,,,,-2.6,382795.5,1.68,10.0,,,,,,,,,,,,,,,,,,,,,121568695.0,8.0,,1.0,,,
东丰骏腾电动车公司,645808,2022,1171886649.5,-13741065.44,1456.0,711430212.83,59.0,39088709.0,22.36,-18967715.3,-215.8,-193.0,14.44,5.47,-0.37,1635451.86,,141.0,-3.2,6.09,8122641.09,17.0,301.0,5.0,21.0,23.0,,49.0,,12.0,,37.0,3.0,10.01,,,,,,,,,,691406067.35,319.0,,90.0,5.0,,
